[19Dec2024 00:02:30.752] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 12], pos: MutableBlockPos{x=-280, y=145, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:05:33.576] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-463, y=107, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.576] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-462, y=108, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.576] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-462, y=107, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.576] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-461, y=107, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.576] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-460, y=107, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.576] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-459, y=107, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-458, y=107, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-463, y=108, z=273}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-463, y=107, z=273}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-462, y=108, z=273}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-462, y=107, z=273}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-461, y=108, z=273}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-461, y=107, z=273}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-460, y=107, z=273}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-459, y=108, z=273}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-459, y=107, z=273}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-461, y=108, z=274}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.577] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 17], pos: MutableBlockPos{x=-461, y=107, z=274}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.758] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-30, 19], pos: MutableBlockPos{x=-479, y=30, z=304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.758] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-30, 19], pos: MutableBlockPos{x=-478, y=30, z=304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.759] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-30, 19], pos: MutableBlockPos{x=-478, y=30, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.759] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-30, 19], pos: MutableBlockPos{x=-477, y=30, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.759] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-30, 19], pos: MutableBlockPos{x=-477, y=33, z=304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.759] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-30, 19], pos: MutableBlockPos{x=-477, y=32, z=304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.868] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-30, 14], pos: MutableBlockPos{x=-475, y=149, z=225}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:05:33.869] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-30, 14], pos: MutableBlockPos{x=-466, y=147, z=227}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:05:33.869] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-30, 14], pos: MutableBlockPos{x=-469, y=147, z=224}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:05:33.871] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 14], pos: MutableBlockPos{x=-463, y=57, z=224}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/fire]
[19Dec2024 00:05:33.895] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 22], pos: MutableBlockPos{x=-460, y=120, z=352}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:33.895] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-29, 22], pos: MutableBlockPos{x=-460, y=121, z=352}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:44.771] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2692ms or 53 ticks behind
[19Dec2024 00:05:53.312] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 24], pos: MutableBlockPos{x=-335, y=76, z=386}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:05:53.312] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 24], pos: MutableBlockPos{x=-336, y=77, z=385}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:05:53.384] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 26], pos: MutableBlockPos{x=-349, y=48, z=420}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.384] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 26], pos: MutableBlockPos{x=-343, y=49, z=417}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.384] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 26], pos: MutableBlockPos{x=-344, y=47, z=416}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.742] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-17, 24], pos: MutableBlockPos{x=-272, y=73, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:05:53.742] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-17, 24], pos: MutableBlockPos{x=-272, y=72, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:05:53.742] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-17, 24], pos: MutableBlockPos{x=-272, y=71, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:05:53.923] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=111, z=391}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.923] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=110, z=391}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.923] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=109, z=391}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.923] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=111, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.923] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=110, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.923] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=109, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.923] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-255, y=111, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.923] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-255, y=110, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.924] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-255, y=109, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.924] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=111, z=393}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.924] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=110, z=393}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.924] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=109, z=393}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.924] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=111, z=391}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.924] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=110, z=391}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.924] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=109, z=391}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.924] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=111, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.925] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=110, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.925] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-256, y=109, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:05:53.925] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 24], pos: MutableBlockPos{x=-255, y=111, z=392}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
